cod;denumire;denumire_scurta
44083930;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Din lemn tropical — Altele — Acaju de Africa, Limba, Mahogany (Swietenia spp.), Obeche, Okumé, Palisandru de Para, Palisandru de Rio, Palisandru de Rose, Sapelli, Sipo, Virola și White Lauan";Altele
44083955;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Din lemn tropical — Altele — Geluite; șlefuite; lipite prin îmbinare cap la cap, chiar geluite sau șlefuite";"Geluite; șlefuite; lipite prin îmbinare cap la cap, chiar geluite sau șlefuite"
44083970;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Din lemn tropical — Altele — Scândurele destinate fabricării creioanelor";"Scândurele destinate fabricării creioanelor"
44083985;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Din lemn tropical — Altele — Cu o grosime de maximum 1 mm";"Cu o grosime de maximum 1 mm"
44083995;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Din lemn tropical — Altele — Cu o grosime de peste 1 mm";"Cu o grosime de peste 1 mm"
44089015;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Altele — Geluite; șlefuite; lipite prin îmbinare cap la cap, chiar geluite sau șlefuite";"Geluite; șlefuite; lipite prin îmbinare cap la cap, chiar geluite sau șlefuite"
44089035;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Altele — Scândurele destinate fabricării creioanelor";"Scândurele destinate fabricării creioanelor"
44089085;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Altele — Cu o grosime de maximum 1 mm";"Cu o grosime de maximum 1 mm"
44089095;"Foi pentru furnir (inclusiv cele obținute prin tranșarea lemnului stratificat), foi pentru placaj sau pentru alt lemn stratificat similar și alt lemn tăiat longitudinal, tranșat sau derulat, chiar geluit, șlefuit, îmbinat lateral sau cap la cap, cu o grosime de maximum 6 mm — Altele — Cu o grosime de peste 1 mm";"Cu o grosime de peste 1 mm"
44091011;"Lemn (inclusiv lame și frize de parchet, neasamblate), profilat (sub formă de lambă, de uluc, fălțuit, nutuit, șanfrenat, îmbinat în V, mulurat, rotunjit sau similare), în lungul unuia sau a mai multor canturi, fețe sau capete, chiar geluit, șlefuit sau lipit prin îmbinare cap la cap — De conifere — Baghete și forme de lemn pentru rame de tablouri, fotografii, oglinzi sau obiecte similare";"Baghete și forme de lemn pentru rame de tablouri, fotografii, oglinzi sau obiecte similare"
44091018;"Lemn (inclusiv lame și frize de parchet, neasamblate), profilat (sub formă de lambă, de uluc, fălțuit, nutuit, șanfrenat, îmbinat în V, mulurat, rotunjit sau similare), în lungul unuia sau a mai multor canturi, fețe sau capete, chiar geluit, șlefuit sau lipit prin îmbinare cap la cap — De conifere — Altele";Altele
44092100;"Lemn (inclusiv lame și frize de parchet, neasamblate), profilat (sub formă de lambă, de uluc, fălțuit, nutuit, șanfrenat, îmbinat în V, mulurat, rotunjit sau similare), în lungul unuia sau a mai multor canturi, fețe sau capete, chiar geluit, șlefuit sau lipit prin îmbinare cap la cap — Altele decât coniferele — De bambus";"De bambus"
44092200;"Lemn (inclusiv lame și frize de parchet, neasamblate), profilat (sub formă de lambă, de uluc, fălțuit, nutuit, șanfrenat, îmbinat în V, mulurat, rotunjit sau similare), în lungul unuia sau a mai multor canturi, fețe sau capete, chiar geluit, șlefuit sau lipit prin îmbinare cap la cap — Altele decât coniferele — Din lemn tropical";"Din lemn tropical"
44092910;"Lemn (inclusiv lame și frize de parchet, neasamblate), profilat (sub formă de lambă, de uluc, fălțuit, nutuit, șanfrenat, îmbinat în V, mulurat, rotunjit sau similare), în lungul unuia sau a mai multor canturi, fețe sau capete, chiar geluit, șlefuit sau lipit prin îmbinare cap la cap — Altele decât coniferele — Altele — Baghete și forme de lemn pentru rame de tablouri, fotografii, oglinzi sau obiecte similare";"Baghete și forme de lemn pentru rame de tablouri, fotografii, oglinzi sau obiecte similare"
44092991;"Lemn (inclusiv lame și frize de parchet, neasamblate), profilat (sub formă de lambă, de uluc, fălțuit, nutuit, șanfrenat, îmbinat în V, mulurat, rotunjit sau similare), în lungul unuia sau a mai multor canturi, fețe sau capete, chiar geluit, șlefuit sau lipit prin îmbinare cap la cap — Altele decât coniferele — Altele — Lame și frize pentru parchet, neasamblate";"Lame și frize pentru parchet, neasamblate"
44092999;"Lemn (inclusiv lame și frize de parchet, neasamblate), profilat (sub formă de lambă, de uluc, fălțuit, nutuit, șanfrenat, îmbinat în V, mulurat, rotunjit sau similare), în lungul unuia sau a mai multor canturi, fețe sau capete, chiar geluit, șlefuit sau lipit prin îmbinare cap la cap — Altele decât coniferele — Altele";Altele
44101110;"Plăci aglomerate, panouri numite „oriented strand board” (OSB) și panouri similare (de exemplu, panourile numite „waferboard”), din lemn sau din alte materiale lemnoase, chiar aglomerate cu rășini sau cu alți lianți organici — Din lemn — Plăci aglomerate — Neprelucrate sau cel mult geluite (plăci brute)";"Neprelucrate sau cel mult geluite (plăci brute)"
44101130;"Plăci aglomerate, panouri numite „oriented strand board” (OSB) și panouri similare (de exemplu, panourile numite „waferboard”), din lemn sau din alte materiale lemnoase, chiar aglomerate cu rășini sau cu alți lianți organici — Din lemn — Plăci aglomerate — Acoperite la suprafață cu hârtie impregnată cu melamină";"Acoperite la suprafață cu hârtie impregnată cu melamină"
44101150;"Plăci aglomerate, panouri numite „oriented strand board” (OSB) și panouri similare (de exemplu, panourile numite „waferboard”), din lemn sau din alte materiale lemnoase, chiar aglomerate cu rășini sau cu alți lianți organici — Din lemn — Plăci aglomerate — Acoperite la suprafață cu foi subțiri din materiale plastice";"Acoperite la suprafață cu foi subțiri din materiale plastice"
44101190;"Plăci aglomerate, panouri numite „oriented strand board” (OSB) și panouri similare (de exemplu, panourile numite „waferboard”), din lemn sau din alte materiale lemnoase, chiar aglomerate cu rășini sau cu alți lianți organici — Din lemn — Plăci aglomerate — Altele";Altele
44101210;"Plăci aglomerate, panouri numite „oriented strand board” (OSB) și panouri similare (de exemplu, panourile numite „waferboard”), din lemn sau din alte materiale lemnoase, chiar aglomerate cu rășini sau cu alți lianți organici — Din lemn — Panouri numite „oriented strand board” (OSB) — Neprelucrate sau cel mult geluite (plăci brute)";"Neprelucrate sau cel mult geluite (plăci brute)"
44101290;"Plăci aglomerate, panouri numite „oriented strand board” (OSB) și panouri similare (de exemplu, panourile numite „waferboard”), din lemn sau din alte materiale lemnoase, chiar aglomerate cu rășini sau cu alți lianți organici — Din lemn — Panouri numite „oriented strand board” (OSB) — Altele";Altele
44101900;"Plăci aglomerate, panouri numite „oriented strand board” (OSB) și panouri similare (de exemplu, panourile numite „waferboard”), din lemn sau din alte materiale lemnoase, chiar aglomerate cu rășini sau cu alți lianți organici — Din lemn — Altele";Altele
44109000;"Plăci aglomerate, panouri numite „oriented strand board” (OSB) și panouri similare (de exemplu, panourile numite „waferboard”), din lemn sau din alte materiale lemnoase, chiar aglomerate cu rășini sau cu alți lianți organici — Altele";Altele
44111210;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de maximum 5 mm — Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)";"Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)"
44111292;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de maximum 5 mm — Altele — Cu o densitate peste 0,8 g/cm³ (HDF)";"Cu o densitate peste 0,8 g/cm³ (HDF)"
44111294;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de maximum 5 mm — Altele — Cu o densitate de maximum 0,8 g/cm³";"Cu o densitate de maximum 0,8 g/cm³"
44111310;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 5 mm, dar de maximum 9 mm — Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)";"Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)"
44111391;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 5 mm, dar de maximum 9 mm — Altele — Cu o densitate peste 0,8 g/cm³ (HDF) — Acoperitori laminate pentru pardoseală";"Acoperitori laminate pentru pardoseală"
44111393;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 5 mm, dar de maximum 9 mm — Altele — Cu o densitate peste 0,8 g/cm³ (HDF)";Altele
44111394;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 5 mm, dar de maximum 9 mm — Altele — Cu o densitate de maximum 0,8 g/cm³";"Cu o densitate de maximum 0,8 g/cm³"
44111410;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 9 mm — Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)";"Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)"
44111491;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 9 mm — Altele — Cu o densitate peste 0,8 g/cm³ (HDF) — Acoperitori laminate pentru pardoseală";"Acoperitori laminate pentru pardoseală"
44111493;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 9 mm — Altele — Cu o densitate peste 0,8 g/cm³ (HDF)";Altele
44111495;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 9 mm — Altele — Cu o densitate peste 0,5 g/cm³, dar de maximum 0,8 g/cm33";"Cu o densitate peste 0,5 g/cm³, dar de maximum 0,8 g/cm33"
44111497;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Panouri fibrolemnoase de densitate medie (MDF) — Cu o grosime de peste 9 mm — Altele — Cu o densitate de maximum 0,5 g/cm³";"Cu o densitate de maximum 0,5 g/cm³"
44119210;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Altele — Cu o densitate peste 0,8 g/cm33 — Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)";"Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)"
44119290;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Altele — Cu o densitate peste 0,8 g/cm33";Altele
44119300;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Altele — Cu o densitate peste 0,5 g/cm33, dar de maximum 0,8 g/cm33";"Cu o densitate peste 0,5 g/cm33, dar de maximum 0,8 g/cm33"
44119410;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Altele — Cu o densitate de maximum 0,5 g/cm33 — Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)";"Neprelucrate mecanic și nici acoperite la suprafață (plăci brute)"
44119490;"Panouri fibrolemnoase sau din alte materiale lemnoase, chiar aglomerate cu rășini sau alți lianți organici — Altele — Cu o densitate de maximum 0,5 g/cm33";Altele
44121000;"Placaj, lemn furniruit și lemn stratificat similar — De bambus";"De bambus"
44123110;"Placaj, lemn furniruit și lemn stratificat similar — Alt placaj constituit exclusiv din foi de lemn (altele decât bambus), cu grosimea maximă a fiecărei foi de 6 mm — Cu cel puțin un strat exterior din lemn tropical — De Acaju de Africa, Dark Red Meranti, Light Red Meranti, Limba, Mahogany (Swietenia spp.), Obeche, Okumé, Palisandru de Para, Palisandru de Rio, și Palisandru de Rose, Sapelli, Sipo, Virola sau White Lauan";"De Acaju de Africa, Dark Red Meranti, Light Red Meranti, Limba, Mahogany (Swietenia spp.), Obeche, Okumé, Palisandru de Para, Palisandru de Rio, și Palisandru de Rose, Sapelli, Sipo, Virola sau White Lauan"
44123190;"Placaj, lemn furniruit și lemn stratificat similar — Alt placaj constituit exclusiv din foi de lemn (altele decât bambus), cu grosimea maximă a fiecărei foi de 6 mm — Cu cel puțin un strat exterior din lemn tropical — Altele";Altele
44123310;"Placaj, lemn furniruit și lemn stratificat similar — Alt placaj constituit exclusiv din foi de lemn (altele decât bambus), cu grosimea maximă a fiecărei foi de 6 mm — Altele, cu cel puțin un strat eexterior din lemn, altul decât de conifere, din speciile: anin (Alnus spp.), frasin (Fraxinus spp.), fag (Fagus spp.), mesteacăn (Betula spp.), cireș (Prunus spp.), castan (Castanea spp.), ulm (Ulmus spp.), eucalipt (Eucalyptus spp.), nuc American (Carya spp.), castan porcesc (Aesculus spp.), lămâi verde (Tilia spp.), arțar (Acer spp.), stejar (Quercus spp.), platan (Platanus spp.), plop și plop tremurător (Populus spp.), salcâm (Robinia spp.), arbore de lalea (Liriodendron spp.) sau nuc (Juglans spp.) — Cu cel puțin un strat exterior din mesteacăn (Betula spp.)";"Cu cel puțin un strat exterior din mesteacăn (Betula spp.)"
44123320;"Placaj, lemn furniruit și lemn stratificat similar — Alt placaj constituit exclusiv din foi de lemn (altele decât bambus), cu grosimea maximă a fiecărei foi de 6 mm — Altele, cu cel puțin un strat eexterior din lemn, altul decât de conifere, din speciile: anin (Alnus spp.), frasin (Fraxinus spp.), fag (Fagus spp.), mesteacăn (Betula spp.), cireș (Prunus spp.), castan (Castanea spp.), ulm (Ulmus spp.), eucalipt (Eucalyptus spp.), nuc American (Carya spp.), castan porcesc (Aesculus spp.), lămâi verde (Tilia spp.), arțar (Acer spp.), stejar (Quercus spp.), platan (Platanus spp.), plop și plop tremurător (Populus spp.), salcâm (Robinia spp.), arbore de lalea (Liriodendron spp.) sau nuc (Juglans spp.) — Fără niciun strat exterior din mesteacăn, dar cu cel puțin o față exterioară din plop sau plop tremurător (Populus spp.)";"Fără niciun strat exterior din mesteacăn, dar cu cel puțin o față exterioară din plop sau plop tremurător (Populus spp.)"
